date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:06:48	1220/1220	---M--	200	added ('OK')	image/png	etag:%224c4-58cec425bafb4%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-7.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-7.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:48	990/990	---M--	200	added ('OK')	image/png	etag:%223de-58cec425b889e%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-7.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-7.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:48	1166/1166	---M--	200	added ('OK')	image/png	etag:%2248e-58cec425b3691%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail7.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail7.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:48	1170/1170	---M--	200	added ('OK')	image/png	etag:%22492-58cec425b5d95%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/date-icon-7.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/date-icon-7.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:49	1058/1058	---M--	200	added ('OK')	image/png	etag:%22422-58cec425b80bc%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-7.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-7.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:49	1159/1159	---M--	200	added ('OK')	image/png	etag:%22487-58cec425b4249%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail-8.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail-8.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:49	1923/1923	---M--	200	added ('OK')	image/png	etag:%22783-58cec425b7134%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/uncheck-radio-8.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/uncheck-radio-8.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:49	2155/2155	---M--	200	added ('OK')	image/png	etag:%2286b-58cec425bea2e%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/checked-radio-8.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/checked-radio-8.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:50	1248/1248	---M--	200	added ('OK')	image/png	etag:%224e0-58cec425bf203%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-8.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-8.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:50	1015/1015	---M--	200	added ('OK')	image/png	etag:%223f7-58cec425bda90%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-8.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-8.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:50	1045/1045	---M--	200	added ('OK')	image/png	etag:%22415-58cec425bb391%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-8.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-8.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:50	1715/1715	---M--	200	added ('OK')	image/png	etag:%226b3-58cec425b943e%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/uncheck-radio-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/uncheck-radio-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:50	1963/1963	---M--	200	added ('OK')	image/png	etag:%227ab-58cec425bf9d3%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/checked-radio-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/checked-radio-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:51	1342/1342	---M--	200	added ('OK')	image/png	etag:%2253e-58cec425bbf3f%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:51	970/970	---M--	200	added ('OK')	image/png	etag:%223ca-58cec425ba3dd%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:51	1306/1306	---M--	200	added ('OK')	image/png	etag:%2251a-58cec425bfdb3%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:51	1216/1216	---M--	200	added ('OK')	image/png	etag:%224c0-58cec425b4622%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/date-icon-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/date-icon-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:52	1208/1208	---M--	200	added ('OK')	image/png	etag:%224b8-58cec425be260%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-9.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-9.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:52	1884/1884	---M--	200	added ('OK')	image/png	etag:%2275c-58cec425b3a66%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/uncheck-radio-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/uncheck-radio-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:52	2227/2227	---M--	200	added ('OK')	image/png	etag:%228b3-58cec425ba000%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/checked-radio-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/checked-radio-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:52	1398/1398	---M--	200	added ('OK')	image/png	etag:%22576-58cec425b51de%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-checked-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:53	1134/1134	---M--	200	added ('OK')	image/png	etag:%2246e-58cec425bc336%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/check-box-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:56	69859/69859	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:06:53%20GMT	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/mail-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:56	1469/1469	---M--	200	added ('OK')	image/png	etag:%225bd-58cec425b7ccd%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/date-icon-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/date-icon-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:57	2952/2952	---M--	200	added ('OK')	image/png	etag:%22b88-58cec425bf9cb%22	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-10.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/range-bg-10.png	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/frontend.css?ver=1.1.9)
00:06:58	69859/69859	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:06:57%20GMT	https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/loading.gif	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/ultimate-form-builder/images/loading.gif	(from https://jdstrata.com.au/wp-content/plugins/ultimate-form-builder/css/fileuploader.css?ver=6.0.5)
00:06:58	1195/1195	---M--	200	added ('OK')	image/gif	etag:%224ab-58cec4312eeba%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/pre_code.gif	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/pre_code.gif	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:06:59	1002/1002	---M--	200	added ('OK')	image/png	etag:%223ea-58cec431290dd%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/selectbox-arrow.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/selectbox-arrow.png	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:00	69859/69859	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:06:59%20GMT	https://jdstrata.com.au/wp-content/themes/jupiter/images/social-icons/twitter-blue.svg	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/images/social-icons/twitter-blue.svg	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:00	1362/1362	---M--	200	added ('OK')	image/png	etag:%22552-58cec431261f2%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/fancybox_sprite.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/fancybox_sprite.png	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:00	6567/6567	---M--	200	added ('OK')	image/gif	etag:%2219a7-58cec43125e0d%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/fancybox_loading.gif	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/fancybox_loading.gif	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:01	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-58cec431265d7%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/blank.gif	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/blank.gif	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:01	1003/1003	---M--	200	added ('OK')	image/png	etag:%223eb-58cec4312524d%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/fancybox_overlay.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancybox/fancybox_overlay.png	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:01	940/940	---M--	200	added ('OK')	image/png	etag:%223ac-58cec43127196%22	https://jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancy-title-pattern.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/images/fancy-title-pattern.png	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:03	69859/69859	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:07:01%20GMT	https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/add-icon.svg	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/add-icon.svg	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:05	69859/69859	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:07:03%20GMT	https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/pin-icon.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/pin-icon.png	(from https://jdstrata.com.au/wp-content/themes/jupiter/assets/stylesheet/min/full-styles.6.1.6.css?ver=1562321248)
00:07:05	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-58cec427f684b%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/alert.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/alert.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:05	323/323	---M--	200	added ('OK')	image/png	etag:%22143-58cec427f50db%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/info.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/info.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:06	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-58cec427f7400%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/tick.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/tick.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:06	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-58cec427f6c2a%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/exclamation.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/vc/exclamation.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:06	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-58cec427afb70%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/address-book.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/address-book.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:06	841/841	---M--	200	added ('OK')	image/png	etag:%22349-58cec427a95e7%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/alarm-clock.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/alarm-clock.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:07	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-58cec427af39e%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/anchor.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/anchor.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:07	544/544	---M--	200	added ('OK')	image/png	etag:%22220-58cec427a8263%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/application-image.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/application-image.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:07	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-58cec427a76a1%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/arrow.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/arrow.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:07	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-58cec427a47bf%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/asterisk.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/asterisk.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:08	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-58cec427a5f38%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/auction-hammer.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/auction-hammer.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:08	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-58cec427a4f8c%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:08	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-58cec427a47e5%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon-buzz.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon-buzz.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:08	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-58cec427a4bbf%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon-facebook.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon-facebook.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:08	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-58cec427a9db4%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon-twitter.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/balloon-twitter.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:09	648/648	---M--	200	added ('OK')	image/png	etag:%22288-58cec427abd90%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/battery-full.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/battery-full.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:09	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-58cec427a6332%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/binocular.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/binocular.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:09	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-58cec427ab161%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-excel.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-excel.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:09	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-58cec427a5b60%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-image.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-image.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:09	647/647	---M--	200	added ('OK')	image/png	etag:%22287-58cec427a6af0%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-music.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-music.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:10	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-58cec427a7a98%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-office.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-office.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:10	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-58cec427a401d%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-pdf.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-pdf.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:10	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-58cec427a576d%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-powerpoint.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-powerpoint.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:10	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-58cec427a6ecd%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-word.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/blue-document-word.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:11	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-58cec427a4000%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/bookmark.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/bookmark.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:11	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-58cec427a577d%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/camcorder.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/camcorder.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:11	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-58cec427a5b4d%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/camera.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/camera.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:11	659/659	---M--	200	added ('OK')	image/png	etag:%22293-58cec427a5391%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/chart.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/chart.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:11	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-58cec427a671a%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/chart-pie.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/chart-pie.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:12	706/706	---M--	200	added ('OK')	image/png	etag:%222c2-58cec427a7a86%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/clock.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/clock.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
00:07:12	470/470	---M--	200	added ('OK')	image/png	etag:%221d6-58cec427a631c%22	https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/control.png	C:/My%20Web%20Sites/jdstrata/jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/images/icons/control.png	(from https://jdstrata.com.au/wp-content/plugins/js_composer_theme/assets/css/js_composer.min.css?ver=5.5.5)
